text,username,city_request,city_provenance
Can anyone suggest restaurant please looking for a nice one ,UnsureNow,Yarm,"Leicester, United..."
Hello Everyone  I have a situation where I work with a UK client from India. I am currently not direct employee but paid through an agency for my work. Now there is a short-period requirement to visit UK office for the implementation and training of current work I am doing. It will be 1-2 months approx. What visa shall I take ? Visitor visa clearly says you cannot work there. So If I am getting paid in India then can I work and get things done in UK with Visitor visa ?    Thanks in advance ,Rifadm817,,"Bengaluru, India"
I'll be staying in my favourite Scottish city in few weeks time and looking for breakfast recommendations. Our hotel is near Buchanan Galleries in the past we have gone to McDonalds or Wetherspoons but looking for something a bit better. I'm into croissants cheese cereal yogurt pancakes whereas my missus likes eggs bacon omelette and of course coffee.  Not too far from our hotel. It will be a Friday or Saturday. Thanks in advance. ,briwire,Glasgow,"Warrington, United..."
Dilemma 9-10 nts in London with alternating 2 to three full day tours or the following:  London 5-6 nts then travel onto to Bath 3 nts with a day in Cotwolds stopping in Stonehede enroute then continue onto Liverpool 2nts visiting Startford on Avon enroute. Departing from Manchester. Or continue onto Edinburgh 3 nts. Departing from there. ,Maria C,London,"Staten Island, New..."
Hi there.    We are looking for a really great breakfast spot between Port Isaac and Fowey for our changeover day in a couple of weeks (Friday). As we'll have a few hours to kill we don't mind travelling a little off of our route maybe taking in a pretty alternative locationfor a wander (but not too far off course please 😂).    I love a Benedict type brekkie or something a bit lighter. My husband likes a great quality full English or French Toast dish.    I'm searching but can't seem to find anywhere that ticks both boxes. Any recommendations would be gratefully received. Thank you. ,Julie K,Cornwall,"Leeds, United..."
Hi has anyone been to this attraction? I was wondering what it was like- the reviews are mostly good.    https://www.tripadvisor.co.uk/Attraction_Review-g1076988-d23923968-Reviews-The_Big_Pipe-Skelmersdale_Lancashire_England.html ,brittraveller31,,"London, United..."
Hi We (2 people) have a 6 hour layover at Heathrow and are thinking about taking the Heathrow Express and seeing a few sights for a couple of hours before heading back. Can anyone advise if this is realistic or or if there's another destination or transport method that makes more sense? We are flying BA from Denver CO to Heathrow Nov. 10th and arrive Nov. 11th at 8:30am. Depart LHR at 3pm Nov. 11th. All one ticket with BA and arrive and depart from Terminal 5. We will have checked bags and back pack (carry on) that we're happy to keep with us. Thanks in advance for any advice! ,MarkfromDenver,London,"Aurora, Colorado"
We will be arriving at Heathrow on July 10 at 7 am and would like to book a private transfer to our Southampton hotel.  I looked at West Quay Cars but their online quote doesn't cover July yet. Any other recommendations?  Thank you! ,ckcolbert,Southampton,"Boerne, Texas"
In May I will be traveling throughout Scotland. I plan to devote 2 full days in Wester Ross and would like to know how best to divide my time enjoying the natural beauty there. We will arrive early evening the day before the 2 full days and plan to stay in or near Torridon. We would like to hike in the Lake Maree area the first day. and perhaps stay that night in Torridon area again. The next morning we would head for Skeillag and Applecross and stay overnight in the area. Or we could stay in or between the Applecross area and the route to Eilean Donan castle which we will visit the next day before going to Portree. Any thoughts on how to best divide our time in order to best appreciate the surroundings and have time for a few walks or hikes? Thank you in advance. ,Bronna L,Scotland,"New York City, New..."
This post was determined to be inappropriate by the Tripadvisor community and has been removed. ,Ashtonian1954,,"Wigan, United..."
Hello all! Planning a trip to Paris next May with my family and would love to take a quick trip to London over night. Planning to come into London via Eurostar. Do you all think Charing Cross hotel is a good base location to see a few sights? Probably considering British Museum. Tower of London St Paul’s Cathedral Big Ben and London Eye. We will not have time for all of these but gives you a general idea of areas we may be going. For newbies to any kind of subways is it easy or hard to navigate or should we use buses to get around?      Fyi. I am getting 484 pounds for 1 night in a studio suite for our family of 4. Does that sound like a decent rate given the fact that we are practically in high season and school kids there are out for half term? Thanks! ,Michelle M,London,"Georgetown, Texas"
I will soon be coming to Liverpool for a one week holiday staying in a hotel in the city centre.    Some of the parking charges I am seeing for City Centr Car parks are ridiculous such as £18 for 24 hours or even £24 for 24 hours !    I will be leaving my car for about seven days so this starts to get expensive.    After an extensive Internet search I’ve found “mount pleasant car park” near The Adelphi.  It’s a Liverpool city council park and says “more than 3 hours £5”    Does anyone local have experience of using this car park and is it okay?  Will the £5 charge apply for each 24 hours period as I’ll be leaving the car in there for the whole seven days.    Alternatively is there a safer street with free parking just outside the central controlled zone such as in Vauxhall? ,Kopite52,Liverpool,Sentosa Island...
Hello I have been to Westminster to tour the facility etc.before now I am reading that this SUN it will have Westminster – 3.00pm on SUN Evensong Quire sung by the Choir of Westminster Abbey.    Is it open to the public? If I want to attend do I just approach main entrance? and they direct? anything that I need to know about it? I picture beautiful choir in the peaceful setting?    https://www.westminster-abbey.org/worship-music/services-times/regular-services/evensong ,InfinitSilver,London,Canada
I am traveling to London with my family of 6 adults. I will be paying for all of their transportation in and around the city. Do I need to purchase each of them an oyster card or can I use 1 card for all 6 of us or 1 credit card for all 6 of us? We will be traveling as a group during this trip. ,jnh0125,London,"Plant City, Florida"
Hello:  What is the best and cost effective way to get to Premier Inn in London County Hall from Heathrow Airport? Family of four including two kids and luggage. Heathrow express vs. Uber/tax?  We will be traveling overnight and arrive in London early morning 7AM. Thanks. ,Tanya,London,Washington DC...
I would like though to watch fireworks if splendid as part of Bonfire Nights. If I understand it correctly it will be a display of fireworks all over the city and to watch it one should buy a ticket. I am solo female traveler and I see it involves beer festival some DJ etc. Would skip that part just the firework watching… is there a certain place where I can watch one of the best ones? Preferably centrally located. I studied the link with places but it's all parties. I just need you to point me where to stand to watch it briefly and move on with my evening! ,InfinitSilver,London,Canada
I moved away from London (out of the country) several years ago and Toad In The Hole is the dish I miss most. I Googled it and it seems that The Sherlock Holmes pub was semi-famous for it but they don't even serve it anymore. Anyone know where I can order this in London? ,MalachiConstant7,London,"Seattle, Washington"
Hi all! I am working on an itinerary for 4 woman to travel to Scotland in mid-April 2024. None of us have been to Scotland before. I expect that the weather will be cold and unpredictable - perhaps similar to April In Massachusetts. This is the itinerary we have so far. I'm interested in feedback on what I have so far and help figuring out the last couple of days.    April 12 - 14: Stay on the Royal Mile (possible activities include: Edinburgh Castle Arthur's Seat Hike Victoria St shopping high tea Sheep's Heid Inn maybe Chocolatarium etc)    April 14: Finish up Edinburgh activities in the morning then head out. Head to Ochiltree (I know this is out of the way and does not look like there is anything to do here however a group member has relatives from here and wants to drive through) and then to Fort William area (Loch Leven Hotel) to spend the night. I imagine we won't have time for much more than driving this day.    April 15 - 19: Head to Glenfinnan Viaduct to watch the train go by for our HP fans Eileen Donan Castle and then go to Harrapool where we will be staying for 4 nights. Our plan is to explore Skye for 2 full days (16th and 17th) and then maybe take a rest day in Harrapool or see anything we haven't yet had time to check out in the area. I think I have a decent itinerary figured out for Skye.    April 19: Adventure down to stay in Pitlochry for the night    April 20: Pitlochry to Edinburgh    April 21: Fly out early    I'm a little overwhelmed with options for things to do those last 2 days. We love beautiful vistas charming towns light hiking etc. I also imagine we may be getting tired 7 days in. Any suggestions about things preferred things to do between Skye and Pitlochry and Edinburgh? Or a route back that you think would be better? Thanks so much for any feedback/suggestions! ,Alison B,Scotland,
Hi planning to travel in Scotland in late March w no car using Spirit of Scotland (8/15) rail passes. (Realise this may not be most cost effective but like flexibility it offers)    At end of trip we will be traveling from Edinburgh to London- will our passes work for that trip if we go by train? ,Joyce M,Scotland,"Wadsworth, Ohio"
We are planning our 3rd trip to Scotland but as the last visits were over 7 years ago I don't remember when the high tourist season is and when the children are On holiday from school. We would like to go when it's a bit less crowded. Our last trips were in June Sept and October. What about mid May or maybe September again? We use Edinburgh as a base and do day tours. ,Debbie G,Scotland,"Kerrville, Texas"
We will be arriving by train we prefer to walk as much as possible. We like to stay somewhere away from really busy areas.  We enjoy site seeing culture nice places to eat and drink and will have 3 days.  Can any one recommend an area for us to look at hotels please. Mid range.  Thanks. ,moments,Edinburgh,"Yorkshire, United..."
I have looked at bus and train maps read suggestions on the forum but I am a little confused. I will be arriving from Spain on British Airways on a day in late November (I assume this will be terminal 5) at 2:30 in the afternoon. My American Airlines flight leaves at 11 AM the following morning - I am assuming from Terminal 3. Ideally I would like to get a hotel right off of one of the main transport lines where I can jump back on in the morning and go straight to terminal 3. Ideally without too many changes in buses or trains or types of transportation. I only intend to take the Elizabeth Line or the Picadilly Line somewhere not too far just too look around a bit. Perhaps I could take an evening bus tour depending on where the meeting and drop off points were. I intend to be back at the hotel before midnight go to sleep then get up in the morning and take whatever transport is quickest back to terminal 3. Can someone offer a very simple choice of a decent hotel - start at $100 - $150 for the night with easy transportation options that will be easy to get to from Terminal 5 and easy to get back to Terminal 3. I had considered the Holiday Inn near Terminal 4 or one of the hotels that you can easily get to on the Hoppa Bus but I have no idea which hotel is easiest to go somewhere from or to get a transport to Terminal 3 in the morning. I need to stay in a hotel fairly close to the airport because I am slow in the morning. Thanks so much ,Cindy E,London,
Beginning the process of planning our first trip to London. Traveling on or near the above dates with our two adult children (20’s and 30’s)  as this accommodates their work schedules. I have checked hotels on several sites and am somewhat overwhelmed as to the best choice for our family of four. We are looking for something near public transportation restaurants and some sightseeing. Preferably moderately priced.  Tentatively we plan to stay in London for three or four days and then take a side trip to Sudbury Liverpool/Manchester and Stonehenge. We will not have a rental car while in London but are considering one for this. We plan to return to London for a day or so before our return flight. Would appreciate any suggestions on hotels restaurants transportation and travel times… as well as any other helpful advice. ,bruceandchuck,,san antonio
Hi my family is visiting me end of Nov- early Dec and are wanting to visit the highlands.    I am going to drive us up to Inverness and around Glencoe during that time. It will be my first time driving in the highlands and I wanted to know how to prepare for it and if there is any advice I could get.    Do I need to get some sort of insurance or cover incase my car breaks down?  Please any advice and tips would be helpful. TIA ,Ning Z,Inverness,"Glasgow, United..."
Visiting London for 8 days in December. I have read that I do not need to worry much about getting any cash because most everywhere accepts credit cards. But if we frequent the local markets and food stalls have they too adopted contactless payment? ,GoRovers,London,"Mogadore, Ohio"
Hi sorry if it’s been asked before but the Hardwick and rooms are definitely closed? I had a booking for both next week but had nothing official from them themselves . Thank you ,shans,Abergavenny,"Aberystwyth, United..."
Afternoon myself and hubby are staying in Burton upon Avon for a few days at the beginning of January our wedding anniversary and my Birthday fall while we are away so we are thinking of getting the train to Bath and having lunch in a nice restaurant not looking for dirt cheap or quick service could I have your recommendations please. If the day of the week has any bearing it will be a Friday. Thank you ,LynseyCU,Bath,"Chelmsford, United..."
Hello all    I have two options for the apartment we can rent for 8 days in London in June 2024. I am torn between an apartment in Embankment Gardens (no washing machine) and the other is on Philbeach Gardens (with washing machine).    This is our first time in England and we will be taking Public Transport.    Your input to make up my mind would be much appreciated.    Thank you! ,1LifeStand,London,"Colombo, Sri Lanka"
We thought we might like to spend 3 nights in a country house style of hotel/castle hotel in between our Edinburgh and Inverness stops next year on our family trip from Australia.  We plan to pick up a car as we leave Edinburgh and would like to stay somewhere within 30 minute drive of Stirling so we can explore the area a bit.  We are 2 adults + 2 children (7&10) and hope to find somewhere that does breakfast and maybe has an indoor swimming pool that’s nice to look at in a pretty setting.  My husband and I stayed at the Dunkeld House Hotel many years ago so we’re looking for that sort of vibe.  Budget would be around £250 per night.  Anyone got any amazing suggestions? ,Mezzar12,Scotland,Australia
Has anyone used hotelgift - a gift voucher scheme? It is supposed to cover over 110000 hotels worldwide the gift doesn't expire and the voucher can be emailed without waiting for a card. Thinking of buying as a gift for Christmas. Interested if anyone has used this service and their experiences. ,SageAU1,,"Oatley, Australia"
Hello friendly travelers. I am. UK based want to be traveler to the US. Hubby and I have a few pre-existing medical issues. I saw Staysure but they have a bad reputation according to what I've seen. Then I saw Avanti Insurance which would cover us at a relatively costly fee (about £700 for both of us). I was thinking they would get out business but I now see they are related to Staysure. Possibly even the same company. So many other companies that would have worked for us are not accepting new customers in the current covid times. We will be getting insurance can't afford not to for a US trip but is there any company out there that will actually protect us without putting us through the wringer if we need to file a claim? Many thanks in advance! ,PAJay,,"Edinburgh, United..."
Hi planning a trip to Cambridge in December for my birthday. Looking for suggestions for where to stay that would be a bit special - and would be fairly central and near good restaurants. We will need parking. Also looking for restaurant recommendations. We were thinking of maybe Thai or Cantonese or Italian - mainly as we will be having steak the next night when we meet with friends. and also to avoid the dreaded standard Christmas menu (not what I want every birthday !) Also looking for suggestions of things to do during the day - not wanting to do too much but just the must see things. Really just looking for a bit of feeling spoiled relaxation with nice food and get in the Christmas mood! ,BB20,Cambridge,"Alvor, Portugal"
Hi all. Not sure you can assist but we will be visiting that area in May 2024 (elderly relatives up that way) & Tarbet is the closest town to them. Any suggestion of where to stay would be most appreciated. (For 2 couples.).  TIA ,PGSydney,Scotland,"Sydney, Australia"
Arriving to Heathrow Terminal 4 this Saturday. Always took cab which is long and close to 150 pounds. The reason for it I don’t want to drag my suitcases I am quite petit and always have computer bag rolled in carry on and checked in roll in. Please don’t tell me to pack efficiently that’s already efficient for me. But am willing to try public transportation this time. Need to go to DoubleTree Docklands. Google tells me:  1) Elizabeth line change on Bond to Elizabeth line to Bermondsey then bus C10 or will take cab.  2) Elizabeth line change on Whitechapel Overground Crystal Place then bus 381 Peckham or cab  3) Elizabeth line to Canary Wharf then walk 14 min and take hotel boat to doubletree – seems the best with the exception of 14 min walking with those luggage.    All show 1 hr 30 min which is the same to driving. Given my luggage which route you would recommend to take? Thank you. ,InfinitSilver,London,Canada
I looked up for trains from Manchester to SUA for travel in December '23 but there seem to be no direct trains? All trains I see are with 2 changes.    Am I searching it correct ?    I am okay to make a part of the journey on a Taxi (if affordable).    Your kind help please.  Thanks    Shaad ,Shaad H,Stratford-upon-Avon,"Dubai, United Arab..."
We will be driving down from Bristol to Appledore on Tuesday 31 Oct to check in after 4pm.  If the day is half-decent we are thinking of driving along the coast from Minehead rather than going down the M5 / A361.  Please can anyone recommend a good cafe where we can get a light lunch somewhere on the coast between Minehead and (say) Ilfracombe / Woolacombe.  We don't need a big pub meal because we are eating in a pub in the evening.  I'd be grateful for any suggestions.  Thanks ,Chris H,Devon,"Bristol, United..."
Investigating best way after international flight landing in the morning midweek. Seems that we need to transfer to the other Gatwick terminal but once luggage is collected seems like an easy transfer to the southhampton train station with taxi to hotel. The cost of private car is a bit pricey for 2 unless they announce a strike in which cause it will be booked asap. Am I missing a better transfer option? Make sense to prebook tickets for convenience? TIA ,Colie,Southampton,"Ontario, Canada"
Which is the best chippy in Carrickfergus area. thanks in advance. ,HONDA,Carrickfergus,CO.DOWN
On Thursday week I'm planning a one-night stopover en route from Tonbridge in Kent to Ross-on-Wye. If the weather is halfway decent I'd be looking to follow a route avoiding motorways and major trunk roads as far as practicable so I was planning to follow the wonderful A272 westwards through Sussex and then head generally north-westwards via Andover towards Marlborough. I don't know the town particularly well but there seems to be a few well-reviewed places to stay so I thought it might be a reasonable shout as a place to break the journey. Any thoughts about this - are there a few nice pubs and/or other eating places to occupy the evening and maybe a few antique/collectable-type shops to nose around the following morning before I head off to Ross? ,FawltyTowersWatch,Marlborough,"Stockport, United..."
I would love any updates on what the fall color situation is right now. Will be there in a few days and wondering if it's worth going to the botanic gardens or if it's already mostly brown. ,OnAir164898,Edinburgh,
I tried searching on the forum and could find no mention of a short-term rental management company called “Pass the Keys.” I ask because a rental on Airbnb is associated with them but also listed less expensively on Booking.com and the company’s personal website.    The listing has nine positive reviews on AirBnb but only one review on Booking and zero on the company’s site. It seems to be a middle man company for folks wanting to lease out their homes/flats. Does anyone have experience with this company are they legitimate?    The Airbnb in question is here:    https://www.airbnb.com/rooms/573282598544242061    https://book.passthekeys.com/listing/lovely-1-bedroom-ground-flat-in-cambridge-heath ,Allison L,London,
My friend is looking for things to do that don't involve too much walking. She and her husband are in their earky 70's and have been to the major attractions. They are staying near St Pancras and are already going to a show. Last time I recommended The Sky Garden which she loved. I live in the North of England but often visit London however my trips usually involve lots of walking. So far I have suggested a boat trip to Greenwich and the Hop on Hop off bus. Any suggestions wmfor something a little different or a quirky place to eat would be worth derful. Many thanks ,tecjunkie,London,"Leeds, United..."
Looking for suggestions for a 120+ party venue for a 60th birthday party. Must have a bar and preferably catering / DJ or music. Preferably central +/- 2 miles. ,RayJude,Plymouth,"Plymouth, United..."
My husband turns 60 in July 2025 and I want to give him a lifetime trip so I'm planning now. He's not scratch but good and an avid golfer. Where in the world would you suggest for a week long golf trip? We golf Caribbean/N. America so thinking more Europe.Normally I'm pretty good planning my own travels/accommodations but if there are packages or golf travel agents-I am not opposed. The only agent I know is in Punta Cana and we have done that--very nice but not a lifetime trip. BUDGET? haha well that always counts. I'm thinking $5kpp. And although St. Andrews is the grand daddy of golfing I don't want to limit my search. ,Charstorm,,"Chicago, IL"
Our family of four adults spending the Christmas holidays in Paris and London this year. We arrive London by train the evening of Wednesday 27 December then depart from LHR the afternoon of Sunday 31 December - giving us 3 full days in London. Staying at the Thistle Piccadilly hotel so close to both Piccadilly and Leicester Square Tube stations.    Given the short daylight hours we have planned some indoor activities for night time in order to leave daytime open. We have already booked Warner Bros/Harry Potter Studio Tour at 17:00 on Thursday evening and have pre-theatre dinner reservations at 17:30 at The Ivy with tickets for Les Mis on Saturday night. Also plan to take advantage of the British Museum’s Friday night opening but have not yet reserved a slot - thinking 17:00 to 18:00 staying 2-3 hours then late dinner after that.    We have not yet booked any other tickets but seems we need to do so soon so please advise on this tentative 3-day plan.    Thursday 28 December:    09:00 - Visit Tower of London including Crown Jewels and Yeoman Warder’s tour. View Tower Bridge from the area but no tour of the bridge.    Next St. Paul’s Cathedral - booking an admission time slot but not taking a tour.    Lunch somewhere in City of London - recommendations on a good pub?    Return to Hotel by 15:00 in order to be at Leicester Square tube by 15:30 to begin journey by Tube/Train to Watford Junction for Harry Potter tour.    Friday 29 December:    Travel by train to Windsor to tour Windsor Castle and St. George Chapel.    Lunch in Windsor.    If back in time visit Fortnum and Mason - fairly close to our hotel.    Early evening admission to British Museum followed by a late dinner.    Saturday 30 December:    09:00 - Admission and tour of Westminster Abbey. Hope to do the Verger’s Tour but unsure how those work - do you just join one as they start after you enter the Abbey?    Following the Abbey plan to walk around and view from the outside - Parliament Elizabeth Tower Buckingham Palace - not interested in Changing of the Guard.    Afternoon visit to Harrods leaving in time to return to hotel to change before early Dinner and West End show.    Also plan to do some nighttime walking around to view the Christmas lights on Regent St Oxford St etc. - seems like many of the decorated areas are near our hotel.    We would welcome any comments advice or changes. It is our first time visit to London.  Thank you all so much. ,CruzVet,London,
Hello  We are in London for 1 1/2 day Nov 21st and Nov 22nd. Doing the London key attractions.  Plan is to walk around for Trafalgar Big Ben Buckingham palace from outside and cab to Tower BRidge Harry potter 9 3/4 platform Leadenhall Market for Harry potter .  Is it possible to see the Prime Meridian without going into the observatory ?  What is the quickest way to go to Greenwich from central London  Where should we go if we want to get a good view of 10 downing street?  Thanks in advance. ,Southtraveller27,London,United States
Tickets just released for week of Nov 20-26 2023 ,DemiHale1,London,United States
Looking to drive down and park up at either Shenfield or Brentwood stations to get the Elizabeth line train to an event at Stratford on a Saturday afternoon in early September. Which station would be the most ideal to park at? I will be accessing from the A12 Southbound from Colchester direction. Any advantages to one station over the other with regards to parking etc. Thanks. ,jimmybog .,Brentwood,"Yaxley, United..."
We searched through the various options for our recent trip to St Andrews. We used Club Cars St Andrews to pick us up at the airport and transfer us to our accommodation in St Andrews. The driver was wonderful and ointes out several highlights in the city before dropping us at our apartment. We used Clu Cars again to transfer us to our hotel in central Edinburgh three days later. No complaints and Trudy the manager was a pleasure to deal with. Prices were reasonable. ,Pirouette1,St. Andrews,"Vancouver, Canada"
Does anyone know of a way to ship luggage from Heathrow to somewhere around Glasgow Queen Street station? Thanks. ,Bondguy1824,Glasgow,"Ridgewood, New..."
Hi  Im thinking of visiting London for a day trip on a saturday in Jan. Flying into stansted.  Is Liverpool street station a good place to stop at? Is it near tourist attractions or are they within walking distance?  Mainly the natural history museum london eye tower of london etc etc.  Any tips for a small town couple in a bog city would be helpful :) ,Tania1902,London,Northern Ireland...
We are staying at the Ibis Styles London Heathrow on Bath Road in December.      1 - We are coming in from Manchester Piccadilly by train which station should be have be our end point Heathrow Terminal 2 and then bus/taxi to the hotel or should we go to a different station and bus/taxi from there? What makes the most sense economically and logistically?    2 - Similar question above - we are attending an Arsenal game while we are there what would be the best way to get to the stadium from the hotel? Underground rail - if so what stations should I use?    Apologies for asking but I have been looking at paths for the last day or so and just cannot seem to figure out what makes the most sense.    Thanks in advance for your help. ,Greg S,London,
Hi  I'm really struggling with where to stay in London. We have a larger 3 month trip planned through Europe and are starting with 4 nights in London.  Arriving to Heathrow about 5:45am spending our 5th night at Gatwick Airport Hotel for an early morning flight to Lisbon.    Never been to London before so would like to see all the main sites. Not planning any day trips just as much of London as we can see. I'm not particularly interested in Greenwich so thinking the centre and west might be our best bet.    In a place to stay I'm hoping for a kitchenette a washer and dryer and if possible air conditioning it will be early April so I'm not sure we'll need the aircon. Budget would be about $750 GPB but I'd prefer to keep it closer to $700 GBP. I'm looking for something with good tube connections as well. Is Earls Court a good area? I accept we will need to stay a bit further out with our budget.    I'd love a place with a bit of character but as long as it's clean and in a safe area with a decent pub nearby we'll make it work.    Any suggestions would be welcomed! Booking.com Expedia and Agoda are not my cooperating with my budget at the minute...  Thanks! ,Shay B,London,"Brisbane, Australia"
Thinking to add a show to my itinerary next week. I watched Moulin Rouge in London. Absolutely loved it! I watched Hamilton in London too. Enjoyed it! But would have preferred something more entertaining or emotional if you will. Watched Chicago musical and Wicked in Chicago and it was medium to my liking. Watched Moulin Rouge in Paris and it was fine…. My best is Moulin Rouge in London because it was emotional to me. All were sitting with wet eyes… I like something like that I guess although I do not consider myself sensitive person.    What would you recommend for me? Something similar along the same line but not too sentimental? Something more iconic? Thinking King Lion? How is it? Heard Phantom of Opera pretty iconic? Back to the future? Sounds unusual to me… ,InfinitSilver,London,Canada
Hello there. Im looking for a cheap taxi ride from Liverpool airport to Birmingham.city. My flight arrives 20 minutes before midnight and the last bus leaves 12.50 after midnight. Dont want to risk losing it as you need half an hour getting to the station and i might have a delay. Do you have something in mind? Thank you ,Nicoletta M,,
Is there anywhere to catch an early breakfast before our ferry leaves at 8.45am? The earliest places around the terminal seem to be open at 8.45am at the earliest.    Is it possible to pay for just breakfast at the Premier Inn which starts at 7am? The number on the website just seems to be the call centre number.    Thanks. ,Claire M,Oban,
Hi Is it possible to do a day trip to Brecon Beacon by rental car from Cardiff? Can you kindly suggest stops and short hikes?    Thanks ,rdsat,South Wales,"Bugibba, Malta"
Hi we are staying in Thornton Dale next week and may consider a trip into Pickering.    Any suggestions for somewhere nice to eat would be most welcome.    As would information regarding the bus service!    TIA ,Craig M,Pickering,Lytham St Anne's...
Their website just says Most of our twin rooms have a comfy double or kingsize bed with a single sofa bed some have two single or double beds.    We need two actual beds (any size) and can't use a sofa bed. Has anyone stayed at one of the London locations and gotten two real beds? (We're looking at regular Premier Inns not the Hub brand.)    Their website is annoying. No specifics about the beds no contact email and no 800 number. I reached out via Facebook and they told me to make international calls to every single location myself to ask lol... ,mcdisney2001,London,"Seattle, Washington"
Due to a major resignalling project the service on five lines will be suspended until around 15.00 (3pm) on Saturday 11th November.    There will be no service before 3pm on the entire Circle Line District Line Hammersmith & City Line and Jubilee Line. The Metropolitan Line will not operate between Harrow-on-the-Hill and Aldgate; however passengers travelling to or from central London will be able to use the Chiltern Railways service between Harrow-on-the-Hill and London Marylebone.    Limited rail replacement bus services will operate on outer sections of the affected routes however where possible passengers should use alternative rail routes and local bus connections.    All other Underground lines - Bakerloo Central Northern Piccadilly and Victoria - will be operating normally as will the Elizabeth Line the Docklands Light Railway and London Overground (with the exception of the Highbury & Islington - New Cross Gate/Clapham Junction route which is suspended all day). Most National Rail services will also be operating normally in the London area although there will be reduced services to and from London Euston. ,wirewiper,London,"Torquay, United..."
Im from Berlin and was thinking to spend NYE there. I will travel on my own. Any advice? ,La D,Edinburgh,
Larry Ellison bought it and will have it redone in part for use by his new Institute. It will have a hotel and restaurant.  In case you missed it he's doing his own college of sorts.  https://www.thetimes.co.uk/article/tolkiens-eagle-and-child-to-reopen-doors-for-dreamers-whrldxr50 ,Coral Gardener,Oxford,Northern Virginia...
Hi all  We've booked a trip on the Snowdon Mountain Railway at 10 a.m. on Tues 15th August.  Intending to drive there from Llandudno. There seem to be a variety of car parks we could use but I recall in the previous couple of years seeing news items about significant parking difficulties in the area.  I'm hoping that as we'll be arriving reasonably early and its mid week that we wont have too much difficulty finding somewhere to park. However wondered if either a local expert or recent visitor had any more up to date info on the situation?  Thanks in advance. ,Alan,Snowdonia-Eryri National Park,"London, United..."
We're heading to Leeds on a shopping trip for my daughters 13th birthday and would like recommendations for a special meal/lunch while we're there please.  She's very easy to please quite a girly girl 13 going on 23 and would probably put style over substance (loves a bit of Instagram!)  Also travelling with my parents who aren't overly 'adventurous' and would probably much prefer substance over style (and never heard of Instagram!)  Please help!  Thanks. ,ste31980,Leeds,
Hi all would be going to UK by end of Nov to 8 of Dec. Would like to also explore Edinburg with my 8 years old so we are planning to do a 7 days trip up to Edinburg from London with stop along the way at Warwick castle York Beamish living museum. Would like to check whether it's advisable to drive in the dark for this route ( cause it's winter time)  which city is the best to stop over and which restaurant is good for kid. Thank you. ,FlyingBlue,,"Tokyo, Japan"
We plan to visit today and wondered how long we should pay parking for to be able to have a good look round and maybe have lunch. ,Glassie S,Stratford-upon-Avon,"Glasgow, United..."
Just returned from a very jam packed and overcrowded trip to Italy and long for a trip to beautiful scenery and room to breathe. My husband and I are planning a trip for May 2024 and will be spending @ 23-25 days in Scotland. We have been poring through TA and guidebooks for trip ideas. Both of us are fairly active love hiking outdoors and just enjoying our surroundings - not so much in to museums organized tours or checking the box. We have not booked anything yet - will have a car and be focusing on hiking and photography. Our initial itinerary is:    Day 1 - 5- Arrive from US - EDI - pick up car and drive to Aviemore area for 5 nights. Focus on hikes in Cairngorms National park. Day trips to Loch Ness and Speyside Whiskey Trail.    Day 6 - Aviemore to Durness to drive part of NC500 to Ullapool. Overnight in Ullapool.    Day 7-11 - Ullapool to Skye for 5 nights. Focus on hiking and scenery.    Day 12-14 - Skye to Glencoe for 3 nights. Focus on hiking.    Day 15-16 - Glencoe to Oban and take ferry to Mull for 2 night stay. Take ferry from Mull to Staffa (puffins) and Iona for day trip.    Day 17-19 - Ferry back to Oban drive to ferry for Arran. 3 nights on Arran.    Day 20 -22 - Arran back to Edinburgh - drop off car 3 nights in Edinburgh.    Day 23. Fly EDI to US    Does this seem like a reasonable itinerary? Any suggestions or recommendations for other stops is appreciated! Thanks for all of the great advice that you provide! ,pixiestix,Scotland,United States
Where would you suggest to eat on Xmas Day in Edinburgh or surrounds(45 min drive)? ,Dean M,Edinburgh,"Drogheda, Ireland"
Hello! We are spending this long weekend based just outside Weymouth and wondering what we can realistically do given a pretty showery/wet forecast.  We are hoping to do some sightseeing and walking and just general relaxing and enjoying the area! We will have a car and want to see some of the sights like Golden Cap or Cerne Abbas - but not sure we will want to stray too far from a car park/cafe just in case the heavens open!  Generally we don’t like busy areas but do like countryside pretty villages and good food! Will the Dorset hotspots (Lulworth Chesil Weymouth Portland Lyme Regis Abbotsbury be very busy? What mid-range dining (with vegan options) would anyone suggest that is easy to do if it’s raining!  We do need to pick up someone arriving at Weymouth station too (is that feasible?!) so parking ideas for Weymouth itself. And is Portland Bill a good trip?  Just hoping for some practical advice at this time of year. Thanks! ,Ann B,Dorset,"Bristol, United..."
Are there any restaurants that occasionally do live music? E.g. they play whilst you're eating? There are a few where I live but wonder if it's a thing in Belfast it's just knowing where to look    Thanks ,Calley G,Belfast,"London, United..."
While in Bakewell last month I used a Hop On Hop Off bus and I know there is a similar shuttle in Shropshire stopping at the Long Mynd the Stiperstones Church Stretton etc. Are there similar services in other areas? Planning for June 2024 Thanks for any info. ,vnrose52,England,"Redlands, California"
We are staying in the Hampton by Hilton in west Campbell street does anyone know the closest stop to our hotel? Thanks. ,Nivek,Glasgow,"Suffolk, United..."
