text,username,city_request,city_provenance
I under the flat rate pricing of $ 70.00 plus some surcharges. I have searched and searched but cannot find reliable information on exactly how much the tolls are. Can some please help with the cost and what tunnel or bridge will these tolls apply to during the ride. Thanks ,Suzanneab,New York City,"Canmore, Canada"
Hello! We are coming to NYC with our family of 5 for a few days next summer and I am hoping to keep our food costs to around $40-50 per person per day for most days. We went to Europe this past summer and really enjoyed just buying food at local markets and cheap eats type places - just super affordable gyros pizza panini shared charcuterie boards etc. We did a few more splurgy sit-down meals but they were among our least favorite meals actually.    I'm assuming NYC will be less affordable than that so please hit me with your best suggestions for saving money on food! We are planning on staying at a hotel with breakfast included so we will probably do that most days. And how difficult/easy is it to find a meal for under $15 per person? Happy to wander down some side streets away from the main sites to save some money on food as long as it's not terribly out of the way. We're staying in kind of Midtown Manhattan and tentative plan is to spend one day in the upper part - Central Park etc. two days in the Midtown area and probably 2 days in lower Manhattan so all suggestions welcome!    Thanks! ,Katie,New York City,Alaska
Hi    I have a couple of questions. We're staying at the Hotel Beacon and will be flying out of JFK at 7pm Saturday 14th October. We will have too much luggage to make the subway/air train viable so will use a car service. I've searched and older threads suggest to allow 1hr45 to JFK at that time is that still the case (the results I was getting were from well before covid)? So leaving the UWS at say 2.15pm/2.30pm for a 7pm flight? It's an international flight we will have checked luggage but will be flying business which I think will mean fast track security. We;ve not flown through the states since covid.    The other question relates to getting to the ferry at E90th. Google maps shows a walking time of just under an hour with the bus taking about 40 minutes inc walking at either end. We plan to be at the ferry at around 9am on the Friday morning so I'm wondering whether that bus time is going to push right out in rush hour. If so we will likely walk since there's not an enormous amount in it anyway and we like to stretch our legs but it would be useful to know in case the weather is bad. Uber is an alternative in bad weather but obviously the traffic will be just as bad so doesn't seem much point though if I'm wrong on that please do say.    If we do walk does anyone have any suggestions for a grab and go breakfast along the way? I'll google as well of course.    Thanks in advance! ,Clare C,New York City,
We are staying at Hampton Inn prior to a cruise leaving Brooklyn. Is this location walking distance to shops restaurants lounges ,sunloverVictoriaBc,Brooklyn,"Victoria, Canada"
Many might know that rules just got alot stricter on AirBNB in NYC    I just checked and there are just 9 Listed properties on AirBNB Website    It looks like the crackdown is real this time ,Queenstravelbuff,New York City,New York City
Hi  We are travelling from Syracuse to thousand island bridge .  Is there any interesting historic towns ? sights along the way to pass a few hours.  Cheers Brian ,brian k,,"Bacup, United..."
After a brief trip to Rochester last year we decided we wanted to come back in the fall and explore more of the city. Can you suggest some places to see the fall foliage while we are there? Not interested in the Finger Lakes this time so crowded in the fall! Would like to stay around the Rochester area. Thank you!!! ,Mary Kay T,Rochester,"Erie, Pennsylvania"
Hi    Just wondering are there any fireworks on the West River around Chelsea Markets on NYE? ,Sleepingfor5,,"Brisbane, Australia"
Or somewhere else? Me 24 yo Male Mate is 25 yo Male. We want seperate beds. Budget $2600 Aud. Want some place nice and good location to bars and clubs ,Mr L,,"Melbourne, Australia"
We were in the city yesterday and had planned on getting some bagels near the Port Authority but with the heat we forgot and just wanted to get back to our hotel in NJ. Are there any bakeries here that would sell New York style bagels? We’re near the American Dream mall at the Holiday Inn. We’re also going to Ocean Grove today so anything on the west would work too. Thanks. ,travellingbook,New York City,Canada
Please advise on how to get to Jersey shore from Brooklyn Cruise ship . Staying overnight w relatives. Thank you !( Have tried calling different sights but just keep having press 1 etc .. ,Tuam45ire,New York City,"Fort Myers, Florida"
After just watching the video we created after that trip I returned here to see if my post from 13 years ago was still up. I was so happy to see our original post was still included in the trip reports:    https://www.tripadvisor.com/ShowTopic-g60763-i5-k3617814-Traveling_to_NYC_on_vacation_with_small_children-New_York_City_New_York.html    Our kids are now 16 14 and 13. They've now visited nearly every state in the U.S. and 39 countries. And of course we've returned to NYC three additional times -- The Big Apple will always be one of our favorite places to vacation.    Since we travel so much people always ask us for advice. We tell everyone to visit the city. Flights from South Florida where we live are cheap. Reasonable hotel rates are available if you know where look. It's the best foodie location in the world. Most of all there is so much to do and see.    I think it's time for us to plan another trip to NYC. It just sucks about AirBnb's. ,Andrew W,New York City,Coral Springs...
Can’t decide between these 3 - any recommendations please? We will be in NYC for 4 days in March. Which is the nicest area to walk out into? ,Terry & Carolyn,New York City,"London, United..."
I  am coming to NYC later this month. I travelled via the US last summer and so have an existing ESTA. However as I was only in transit on my last trip this is listed on my application:  Is your travel to the US occurring in transit to another country? Yes    Does this mean I should apply for a new ESTA as I will not be in transit this time or will I be ok?    Thanks for any help and advice :0) ,Sakina W,New York City,
My wife (70) and I (73) will be leaving Ohio Sunday 9/24 and stopping for the night in route. We plan to arrive in Lake George mid morning Monday. We are moderate hikers (1-2 miles on relatively flat ground). Looking for input on things we plan to do and would like suggestions on lodging. We usually stay in places like Holiday Inn Hilton properties lodges B&B and similar places. Not looking for high class and don't want low price properties.    Day 1 Monday - Lake George:  Stay: Suggestions please  To do: Would like to take a short cruise (1 hour or so) on the lake. Are those available? Besides walking the streets are there suggestions for must sees?    Day 2 Tuesday - Schroon Lake  Stay: Lodge at Schroon Lake - There are multiple room options at that facility. Any thought on best room or better place to stay?  To do; Plan to drive to Fort Ticonderoga. Nothing else currently planned. Suggestions?    Day 3 Wednesday - Lake Placid  Stay: Suggestions please  To do: 1) Drive to Whiteface Mountain  2) Visit John Brown's farm  3) Walk the trail around Mirror Lake    Day 4 Thursday - Tentative plan is to depart for home. Will stay somewhere in route. Location determined by departure time to be determined. May stay somewhere in Adirondacks.    Day 5 Friday - Arrive home ,Michael D,Adirondacks,"Mentor, Ohio"
Hi there I’m planning my first visit to the Tenement Museum on Sept 17th. It seems their tours have changed with the re-opening of 91 Orchard. I’m unsure which apartment tour I should attend- wish I could just see them all. Does anyone have any insight into which may be more interesting or better appointed? I was going to go with the 1869 tour… The options are https://www.tenement.org/apartment-tours/ ,zenbearsf,New York City,San Francisco...
From what I have read this is relatively new and a bit pricey..... wondering what the destination experts think..... I've enjoyed going to Broadway plays since the 1960's..... is it worth the expense as far as YOU are concerned? Thanks in advance.... ,Ginny N M,New York City,"Chesapeake, Virginia"
It’s our first time in NYC and probably our last. We are in our mid 60’s and in good health. I’be been looking at many hotels near Times Square. I’ve even called a few. We will be heading there for at least two nights on our way to Cape Cod. We’ve booked a day trip on Discover NY Tour (Closed-Top Bus) with USA Guided Tours for one of those days. We meet at 770 7th Ave  We will spend $350+ per night  We will have bikes on the back of the car and will need to store them inside the hotel.  We would prefer a hot breakfast or at least a grab and go included and self parking No less than a 3 star hotel  I’ve looked at The Pearl RenaissanceHampton inn KimptonHotel Theta SheratonMargaretiville (spelling is off)  And Are higher floors in the hotel necessary?  I’ve looked at so many! ,Regal trips,New York City,"Columbus, Ohio"
The wife and I have a reservation at Keens this week. I was going to wear long pants  shirt  shoes etc but due to the current heat do you think formal dress shorts would look acceptable I'm not aware of any formal dress code but seeking advice.    Thanks in advance. ,ngb72uk,New York City,"Retford, United..."
Just wondering if anyone has a chart or list of date ranges where hotel costs are the most expensive and least? (sort of like a crowd calendar for disney haha). I know December tends to be pricey and maybe Jan-Mar cheaper but unsure about the rest of the months. Or... maybe city events that always cause a rise in prices for that time period. ie. marathon etc.    I was trying to find a cheap hotel for 10/20 because my kid's FIT family day is 10/21 that I want to attend without having to get up at 5:30am to get the train and I was surprised prices are so high that night. That's what made me think maybe there's a chart/list out there somewhere.    Thanks! ,caroline1851,New York City,Connecticut
We will be in NYC for about 8-9 hours on a Thursday this month. There were a few things we were hoping to see on our quick trip. Looking for help to see if our itinerary is do-able in the time frame and what will be the best starting and ending points? Also looking for any good apps to help with transportation on how to get to and from these locations and how to navigate the subway system.    -Attractions hoping to visit:  -9/11 memorial and museum  -One World Observatory deck  -See SOL from land (maybe Battery Park?)  -Central Park  -Times Square (walk through and not shop)    We will be arriving via Amtrak at Penn station around 10am and departing around 7:30pm. Also any recommended food options for lunch around these locations? ,SmallCountryTown,New York City,"Richmond, Virginia"
Hello  I would like to visit Tenement Museum I saw they have different tours of apartments and I'm not sure which one to choose. I would like a tour that is focused more on general history of immigrants in NYC. If you have any suggetion I will be very thankful. ,Marko H,New York City,"Solkan, Slovenia"
Hello- we are coming for a trip flying in to LaGuArdia on 10/26 our plane is schedule to land at 4. We are planning to Uber to our hotel ( staying in midtown). What is a realistic time I should make a dinner reservation for ? I was thinking 7:30? Can y’all please tell me if this would be enough time to get to hotel and get to little Italy via subway? ,McM4789,New York City,New Orleans...
Our family has been to Manhattan multiple times. We've stayed in Midtown UWS FiDi East and West Villages so we're pretty familiar with the food scene except we're foodies so we tend towards a slightly higher caliber of restaurant. My son wants to go to Manhattan for his 15th birthday (early November) which great sign us up except he's put in a special request. He ONLY wants to do tacky tourist stuff (think Madame Tussauds) and eat at tacky tourist restaurants. The tacky tourist destinations I can manage but I need help finding some unicorns. Does anyone have any recommendations for restaurants that qualify as a tacky tourist destination but where the food isn't lackluster? We're staying in Flatiron this time around but will be all over the place (from Central Park down to the Battery) so anything is a go. No cuisine limits no price limits just an over-the-top New York tourist experience. What can I say my kid has an odd sense of humour. ,Saphron,New York City,
Hello there will be 4 of us how is the Hop on hop off Seneca bus? We’ll only be there one day and how close is Penn Yan  we were looking at the Best Western there. Any suggestions on where to stay that’s close to the trolley area are appreciated or other places that offer transportation to wine tasting rooms or wineries. ,gardner59,Finger Lakes Wine Country,"Port Hope, Michigan"
Taking my mom to front-row seats at the Metropolitan Opera next year and am looking at hotels nearby. Mom’s 85; this won’t be a sightseeing trip; just in and out to see the opera (two nights). Looking for a nice hotel with pretty views—I’ve investigated the Carnegie and Hilton Club The Quin so far. The Plaza is definitely too expensive!  Any recommendations would be much appreciated.  Flying into LGA and proximity to the opera house is important also safe walk to restaurants nearby or in hotel. ,Beth D,New York City,"Atlanta, Georgia"
Hi due to land at JFK this coming Monday (11th) around 5pm and want to know best wsy to get to Riu Plaza Times Square 305 West 46th Street. I'm waiting on leg surgery so walking is slow and painful and stairs nearly impossible so what would you suggest? Book an Uber once through immigration get a taxi outside or public transport? Also best way to get from hotel to 9/11 memorial and museum. Thanks. ,Cas,New York City,
I looking for advice on cost of transfer from park central hotel to Hartman hotel near Woodbury common. Do buses go regularly and is it easy to get to port authority from park central hotel ? Three of us are travelling and I’m wondering would it be best just to get a taxi ? Also any idea how much that would be. Thank you for ur assistance travelling from Ireland ,mojosa,New York City,"Larne, United..."
Hello everyone!    My family and I are traveling up to Connecticut this weekend and passing by New York on the way. We want to make a pit stop just outside the city for a meal and stretch our legs. Can anyone recommend a nice spot to stop that isn't in city at all? We don't want to get stuck in traffic going in and out and lengthen our drive up to the hotel just want to grab a bite around NY as it's around our midway point.    Thanks in advance for any suggestions you can make! ,Munkhelm,New York City,White Marsh...
My daughters and I are visiting New York in a couple of weeks time. We are staying in Times Square and looking for places to eat on a budget the complications are dietary requirements vegetarian gluten free lactose intolerance.  Not an easy combination I know.  Thank you for any advice ,peta001,New York City,"Torquay, United..."
Hi we are arriving at JFK at 17.00 on a Friday after longhaul flight direct from New Zealand.  Our accommodation is at the Millenium Midtown in Church Street. We are an elderly couple  ( early 70s) so we are not really up to negotiating the subway with carryon and a large suitcase.  What would be my best option Taxi Ride Share Pre booked Limo? ,Steve M,New York City,"Clontarf, Australia"
Planning a last minute family girls’ trip over marathon weekend in November. There will be seven us ranging in age from 30-65 and traveling Thursday Nov 2 - Monday Nov 6. It’s a quick trip with just three full days in the middle so we’re planning to see/do as much as possible but I just realized it’s during the big NYC marathon. How busy is the city during this time? Should we consider the following weekend if possible? Or can we still have a great time and the city is large enough for us all? Thanks for any thoughts you have! ,LoLo80,New York City,Oklahoma City...
Hey all!    My partner and I will be in NYC for a few days later this month and are looking for mid-range restaurants for dinner. We’ll need one near Al Hirschfeld Theatre and one near Summit One Vanderbilt. Not looking to break the bank but want a nice atmosphere and good food. We are open to different types of cuisine. What are your favorites in these areas? Thanks in advance! ,Northernshelly,New York City,"Naicam, Canada"
We have nothing solid yet but intending to visit in later '24.  We had been planning for August at first because we were considering a short New England and Canada cruise at the end of our visit- the cruise began in early September.  I've been reading that September is more expensive for accommodation which is why we'd chosen to stay in NYC before rather than after the cruise.  But now we're considering just making it a NYC visit for around 2 weeks and putting a cruise on a later list.  So now we've changed our minds a bit- what do regulars recommend? Should we keep planning for August or switch to October instead?  Open to any suggestions.  Thanks. :) ,centralvic,New York City,"Ballarat, Australia"
Hi! We will be in NYC during the busy month of December. Travelling as a family of 5 (mom dad and three teens). This will be the first time in NYC for my husband and children and seeing one show is on the list of things to do. While everyone is very excited about the trip I would not say the three boys are not as excited about seeing a Broadway show as my daughter and I are. My dilemma is whether or not to go ahead and purchase tickets in advance or wait a bit and try to use TheaterMania BroadwayBox or TodayTix (maybe even day of rush tickets)? Purchasing five halfway decent tickets in advance to a show like &Juliet or Back to the Future in December will be over $900.00. Definitely willing to spend the money to have the experience but if there is a chance to purchase discount tickets for a family of five that might be a better way to go. Has anyone successfully (meaning been able to purchase decent tickets together or close together) purchased show tickets closer to the show date or day of? We are not set on a certain show just needs to be a show that will appeal to teens. Thank you! ,TravellingKelly99,New York City,
I will be traveling through NYC on my way from Poughkeepsie to Newark Airport. I prefer to travel this segment of my trip by train. Unfortunately I need to be at the airport by 2 pm so none of the direct trains will work. According to the Amtrak website the earliest I could arrive at the airport by a direct train would be 3:57pm. That means that I need to make a connection at Penn Station. I don't want to travel to another station by cabsubway or bus since I will have luggage. The trains that I could take from Poughkeepsie to NYC (Penn Station) would arrive at either 10:15 am or 12:24 am. I can buy the tickets for those trains in advance and even reserve a seat.    What is the easiest way to get from Penn Station to Newark Airport by train with luggage? The NJ Transit website doesn't seem to allow me to buy tickets in advance. Do I need to wait until I get to Penn Station to buy them? I will be in NYC earlier in my trip. Could I buy them in person then? As a last resort can I buy them on board the train? Most importantly how much time should I allow for transport issues such as buying tickets or common transit delays?    As a backup how easy is it to get a taxi to Newark Airport and is there anyway to estimate the cost of that? ,budget_travelz,New York City,Southern California
I’ll be travelling to New York for a week and the accommodation will be split between Midtown and Flushing in Queens. Is it a good idea to stay there? Will be my first time in New York and really struggling to find accommodation anywhere else. Quite expensive and this was a very last minute trip. Stay will be for the week of the 18th of September. Hotel is on Prince Street Flushing Queens NY. ,Esther M,New York City,"Johannesburg, South..."
Me and my boyfriend are in the middle of planning a trip to NYC for my birthday which falls over New Year.  We are going 30/12/23 - 4/1/24 and was wondering if any Christmas decorations like the Rockefeller tree etc will still be displayed and lit? We have also never been to New York before and any recommendations on things to do this time of year would be greatly appreciated! Thanks ,Chelsey,New York City,"England, United..."
Hi there  I hope you’re all having a good day :)    We are looking into transfers from JFK to our hotel in the financial district. We’re looking into different options such as air train/subways or taxi but have also come across a company called Elife who do private transfers. Has anyone used them or have any reviews on their service?  Thanks ,Bev P,New York City,"Rayleigh, United..."
Hi everyone. We have an 8hr layover (realistically 5hrs) on a Wednesday afternoon. Arriving at 2PM from Miami >JFK and departing internationally that evening at 10PM JFK>Scotland. We have TSA pre✓ and will be storing our luggage in Terminal 4 when we arrive.  Does this time frame allow enough time to visit the 911 Museum and get a good meal?    If so what's the best way to get to there? If not could you suggest another activity? (Besides a previous layover we are not familiar with NY. )    Thanks in advance. ,JayCee,New York City,"Miami, Florida"
Hi I am visiting New York from 4th Jan to 9th Jan 2024 with my wife and 2 kids. Kids are 15 and 12. We are looking for a hotel in the midtown area which is close to the attractions. This is out first time to NYC. We don't need anything fancy just a base where we are going to get a good night's sleep. Budget around £1000 for the duration.    Thanks ,Simon R,New York City,
We just noticed this evening that the 9/11 lights are shining. Visit to the memorial!      CH ,CasaHoffa,New York City,"Huatulco, Mexico"
Have just checked the weather for next week when we'll be in NYC and it's going to be 32C/90F. So we're looking for cool things to do (and I'm not talking about a Sushi/Taco fusion resto in Brooklyn). I mean literally cool. I'm guessing Central Park and the Museums but are there any other suggestions? What will the subway be like? We will plan an early start to the day and probably return to our hotel in NJ by mid-afternoon. Thanks! ,travellingbook,New York City,Canada
Hi all  This is going to sound a little crazy but my daughter has clearly watched too much tv/movies.  We are heading to NYC in November and on her list to do is having Chinese take out from the little boxes just like the movies! 🤦🏻‍♀️🤣  Anyway any recommendations of great Chinese take outs in the boxes would be fantastic!  Thank you in advance! ,LoveToTravelKiwi,New York City,Auckland Central...
Hello  I would like to know what is possible to do at the ground of US Open when there is no tournament I will be in NYC in December. Is there any museum or official store? In Wimbledon and Roland Garros they have tours through tennis centre I would be glad to do that also in NYC. Thank you. ,Marko H,New York City,"Solkan, Slovenia"
We are 2 couples in our 60’s going to Buffalo in October to visit Niagara Falls. Would appreciate recommendations of an area/hotel? In looking for a hotel we care about the location (walking distance to attractions)cleanliness quality and price. Thanks in advance for your help. ,vickieh907,Buffalo,Marksville...
My husband and I are planning a trip to NYC in January (probably 3–8) to celebrate my 70th. YIKes! We’ll come by train from Virginia and plan on seeing a couple of shows visiting MOMA the Metropolitan museum and some other landmarks. I’m looking for a nice hotel budget up to $400 per night that offers breakfast and free cancellation. (My mother is 98 so travel for us can be iffy.) Any suggestions are appreciated. Thanks. ,Robin B,New York City,"Lynchburg, Virginia"
Hi are these areas busy enough and open at lunchtime/ afternoons ? And are they good areas to wander at this time ? Or should we leave both until evening time ? ,forbes715,New York City,"Montrose, United..."
We are a couple staying at Sheraton Falls View visiting from the US. We want to take the boat tour for the falls. Are there any differences between the tours embarking from the Canadian and US sides? or do they offer the same packages and have the same routes?    Thanks ,HOV76,Niagara Falls,Washington DC...
What is the best way to get from Buffalo airport to Niagara Falls ON? ,vickieh907,Buffalo,Marksville...
Hi my husband and I are looking to travel from the UK around 22nd March 2024 for 6 nights.    The prices I am seeing are around £1000pp including flights.  I think that works our $200-250 before Aby fees paid locally.  Hotels I have liked the look of so far are Innside Melia (great reviews and stayed in Melia elsewhere) Royalton Park Lane (pool and rooftop bar and large rooms) iberostar Park Lane (decent sized rooms good reviews)  And a bit different the Rui Plaza as it has breakfast included for the same price.  Any thoughts on the above or ideas of similar type hotels. Looking for something that feels a bit nicer than budget  not tiny rooms restaurant on site so we could get breakfast some days gym bonus.  Any ideas welcome. Thanks in advance. ,Poohbearfan,New York City,"Rayleigh, United..."
Another Upstate NY Road trip report this time to the Cooperstown Area    If you have ever seen my posts You might know I am a big Mets and Baseball fan I was not able to get to the Baseball Hall of fame when I went Upstate last month so this Labor Day Weekend I went to the Cooperstown Area    Friday I left Queens and my first stop was Pratt Rocks Pratt Rocks is the NY Mount Rushmore (Only if you belive it or not) Its some carving that was the First civil war monument in the US. Zadok Pratt Made these carvings in a rock in the Catskills Mountains. Honestly wasnt really worth it but it was free and it was basically on the way to Cooperstowns    On the wat to Secret caverns  my next stop I saw a Covered Bridge It was the Bleinheim Covered Bridge the Bridge was actually washed out during Hurricane Irina in 2011 and the Bridge was rebuilt    My next stop was Secret Caverns Howe Caverns is of course more famous but I had been there before so I decided to go to nearby Secret Caverns which is sort of an Off Beat Underground cave that contains a 100 foot waterfall underground I had never been to Secret caverns so I thought I try it out it was pretty cool but in My opinion was a little overpriced it was $20 a person (and I had a $2 coupon( but the 100 foot waterfall was still cool    The last stop for the day was Glimmerglass State Park Glimmerglass state Park was the former Hyde Estate on the Northern End of Lake Otsego Having been to a bunch of upstate Lakes this summer (Mirror Placid and George) Otsego was a little different as its more like a finger Lake. The Hyde Mansion on the park overlooks Lake Otsego Also in the Park is the Oldest covered Bridge in the US the Bridge and Mansion date from around 1827. There is a beach on the lake. The Park is a nice Park and the Mansion tour was good It was $15 to tour the Mansion.    Saturday I stayed in town about 10 Minuets from downtown Cooperstown and the Hall of Fame. I walked Around town being I had a little extra time I really walked around town and even saw a wild Garter Snake (I dont mind seeing most things in the Wild but I dont like seeing Snakes even if its a Garter Snake) Among the places I saw in Cooperstown was an old Stone Bridge  The source of the Susequana River the longest river east of the Mississippi which begins at Lake Otsego they had a couple of fairs for Labor Day Weekend. I also walked around the shops in Cooperstown Many of the shops themselves are almost museums My final stop was the Heroes of Baseball Wax Museum I debated to go here or not as the reviews were not so hot but in the end I went It wasnt worth it they had about 30 wax figures and I spent about an hour there. Most of it watching a video on baseball bloopers. I walked around the village too the Village is great to walk around as its pretty much been preserved (likely due to all the tourist money coming in) and really is itself a destination which makes The Baseball Hall of Fame the best of the Halls to visit    My last day today Sunday I went to the Baseball Hall of Fame at 9am It was a good time to go It was pretty empty (It got busier Later). On tripadvisor the museum really doesnt have any negative reviews the only Negative revews of the Hall of fame seem to be people who either dont Like Baseball or had some other stupid reason (Like one person didnt like the village of Cooperstown and gave the Hall One star for that). If you are a baseball fan you obviously gotta go to the Hall. Admission is $28 to the Hall totally worth it if you are a baseball fan everyone I saw there was really having a great time    The last stop before going home was a Cruise on Lake Otsego on the Glimmerglass Queens. This summer I went on Cruises at Lake Placid and Lake George so I figured Id go on the One on Lake Otsego. Wasnt a bad cruise It was $19 which was slightly cheaper than the ones at Lake Placid and Lake George  but honestly it wasnt as interesting While the lake was nice there isnt a whole lot around it it was plesant.    It was then time to go home but wouldnt you know it While Driving through Delhi NY I saw a civil War Monument and stopped to get some photos.    I couldnt figure out what direction waze was taking me home so I just went back the way I knew how and thats to take route 28 from Oneonta to Kingston and then the Thru-way (In the end I took the Thruway to the Tappen Zee Bridge (We do not call that bridge by any other name) to the Sprain Brook      Pictures to come shortly as I have alot ,Queenstravelbuff,,New York City
Hi I am looking for a long term option to park my minivan for a month or so and fly from JFK. Rental car is not an option. I am ok to park away from jfk as long as i cant get a shuttle or taxi (reasonable). Appreciate if anyone has any good ideas or recommendations    Thanks ,Sam,New York City,"Ottawa, Canada"
What is the best way to get transportation from JFK Airport to Brooklyn Cruise Port when traveling with a Mobility Scooter? We are new to traveling with a mobility scooter and would appreciate knowing what good options would be. For example is it necessary to book such transportation in advance? ,kash52,New York City,Los Angeles...
We have just flights booked for February 2024 but haven't yet booked a hotel.  Has anyone booked a hotel on Black Friday? If so do you have examples of discounts / prices?  Going to book in the next few days with the option to cancel but hoping that a Black Friday bargain will be even better :-) ,BVJA2016,New York City,
Could anyone here recommend to me a great cinema ideally unique to NY? Indie or blockbuster is fine. Thanks for your time :) ,Adam C,New York City,
Hi! Coming to NYC end of September and wanted some recommendations on a hotel. Would love to stay in a safe area walkable to most things. Although we will be walking to many areas regardless of location we loooove walking. Not in Times Square area or an area too too chaotic and a nice hotel without it being too crazy in price would be ideal. Budget if possible between $300-400 ,Dee P,New York City,
I'm doing a fall colors trip through Maine New Hampshire and Vermont over a week. Unfortunately I only have a day to drive through some of the scenic routes in the Adirondacks before heading to Boston International Airport for a domestic flight at 8:30pm. I would like to know what routes I should definitely travel among the following and what I can afford to skip. I can't do all of them in a day since I have a 4h drive to Boston from Lake George.    1. Route 28/28N (North Creek - Newcomb - Long Lake - Blue Mountain Lake - Indian Lake - North Creek)  2. Route 30/3 (Long Lake - Tupper Lake - Saranac Lake)  3. Route 86/73 (Saranac Lake - Lake Placid - Cascade Lake - Keene Valley - Underwood)  4. Route 84 (Newcomb - North Hudson)  5. Route 9N (Along Lake George)  6. Prospect Mountain Summit    Ideally I would like to drive in a loop so that I don't travel the same road twice. I will be staying at a hotel in Plattsburgh the earlier night. From what I've researched routes 86/73 and 84 are must-do. How can I incorporate some of the other routes into my itinerary so that by the end I'm driving south on I-87 and then to I-90 towards Boston airport? ,Tejas A,Adirondack,
Hi all  I am travelling from Delaware with my mother and need to drop her to Terminal 4. I was able to get a good deal at Terminal 8 parking lot but was not sure of how to go about things after. so I have 2 questions and really appreciate if someone can assist.    1. Should I just get the blue parking lot - is there a way we can get some discounts on parking as I see they are charing like $60 for 3 hours whereas terminal 8 is charing $35    2. If i pick terminal 8 for above reason I see an option of Airtrain  but not sure of how far it is. Secondly my mom is only passenger so i need to ensure - I check her in and do all necessary formalities. Will I be allowed to travel in Airtrain if I am not travelling/dont have any tickets in hand.    Thanks in advance. ,Imran M,New York City,"Bear, Delaware"
Hello  It is worth visiting Bronx Zoo in December? I woud definitely like to visit but I'm worried because of winter the experience won't be that good. ,Marko H,New York City,"Solkan, Slovenia"
We are coming to New York at the end of October and have come across The Gregorian as a possible stay but we can’t find any reviews on Trip advisor. Has it recently been renovated? I wondered if anyone could tell me more about it - we like the location and it looks in our price range (which is £250 or less per night!) At the moment it’s either this or the Hilton Garden Inn down in the financial district. Not the ideal location I know but hits the right budget!  Thanks in advance ,Bev P,New York City,"Rayleigh, United..."
Do any Manhattan hotels have club or executive lounges open these days? We'd prefer a Marriott Hilton or Hyatt property but we're open to others. We have previously stayed at the Grand Hyatt and Marriott Marquis but I understand their lounges haven't reopened after COVID.    Any recommendations would be appreciated. Thank you. ,ryandk,New York City,"Vancouver, Canada"
Hello    I would like to know why are Knicks tickets selling on StubHub and Vivid Seats but not on Ticketmaster for which as I understood is the official ticket seller for the Knicks. Thank you for an explaining this to me. ,Marko H,New York City,"Solkan, Slovenia"
Looking for some recommendations for private transfer from La Guardia to midtown Manhattan?    Also while in Manhattan should we use taxi's or Uber?    Many thanks  Dana ,sdaj1993,New York City,"Port Perry, Canada"
I'm travelling with a young family of five and have the following itinerary. We are specifically seeking a hotel or input on the part of the City we should focus on for the following requirements:  1. Best positioned for these attractions we are planning on using as weekdays on the subway rush hour are a concern.  2. Hotels must be preferably with the Bonvoy (Marriott/Sheraton) chain or as a second choice Best Western. Highest we will pay is 600 a night approximately.  3. Close to great breakfasts (must have NYC bagels) and dinners (pastrami cheesecake dessert pizza and any other must have NYC food to try) is a bonus.  4. Preferably a hotel that has live entertainment in the lobby at night or in a family friendly nearby establishment.  5. Okay to walk in the early evening up until 8 pm nearby the hotel.  6. Great views a bonus.    Day 1 Wed  Empire State Building  Day 2 Thurs  Statue of Liberty  Day 3 Friday  American Museum of Natural History  Day 4 Saturday  Top of the Rock Observation Deck and Circle Line Sightseeing Cruises ,Rick W,New York City,"Toronto, Canada"
Almost time to be there - i have 3 hotel reservations that i can cancel soon - I think im sticking with Arlo Midtown Hotel - the cleanest of all the reviews..    for the tickets when I google citypasses there are too many options is it better timeframe wise with the citipasses or is the same line for everyone?    we are planning:  top of the rock  summit one  statue of liberty island  museum of natural history    is there one city pass with all the above entrances? ,GFlorida79,New York City,
I mucked up and didn’t book my husband’s 60th birthday meal for end of October when reservations opened 2 days ago at Le Bernardin. And now the only option is stupidly late…  So are there any other recommendations for a really special dinner? (We’re both vegetarian but not vegan) ,VegieMel,New York City,
Tripadvisor staff removed this post at the original author's request. ,nytraveler2016,Tarrytown,"New York City, New..."
Here’s an article from The NY Times with a fall preview of solo museum exhibits. I’ve gifted the article so you can get past the paywall.  https://www.nytimes.com/2023/09/02/arts/design/holland-cotter-art-exhibitions-museums-fall.html?unlocked_article_code=7j-2iRB7RPOacDiUPYKRyzG5JM1yfcrWBcIBJu5ojbDCbDE_3ML5PFTUuLh-LFltw4k0IhNgi6FRtRLjXI-BziRSQWzRpiAecmw4y96QEcc7daihwNkJRBujOPVQPLpLgE-pGkdjEbeIsncXy0DdoZitrgaehE_BaYuBJ0WO11IpDGX36R7Y8aGIXZE3CUASRpppOyHcI5Ont2cFhqTMnmsoWdGBbEbd03WEA5fk5H2VpLYnQPiILQT-aj-BCz4Qqt9F6e9NLJgHIyGr6bVCV-bDoUomW_UIRmrkfdHoFAd49TQGi_mFAe6a5JhVyq7R5ZQVwzwjm-EPPM2cv2Gd3LB2R3xWqbE7I4MdSfIRePRKjfQRCIH5Vlg&smid=url-share ,Marty S,,"Oceanside, New York"
My partner and I are going to NYC between 26 December - 3 January. The AirBNB we rented got cancelled because of new regulation so we are currently looking for a new place to stay.    We originally paid 100$/night but I guess that won't be too realistic anymore. Any ideas for affordable places to sleep in the city during this period? ,Jules G,New York City,
